,,50.80%,41.40%,32.50%,,,,32.50%,,
988,Smallest String Starting From Leaf,49.00%,Medium,34.51%,41.40%,11.76%,2,2.235,,
1145,Binary Tree Coloring Game,51.30%,Medium,34.51%,41.40%,11.76%,2,2.235,,
1651,Hopper Company Queries III,67.30%,Hard,49.70%,32.50%,-25.48%,3,2.236,Sql,1
307,Range Sum Query - Mutable,38.90%,Medium,34.40%,41.40%,11.95%,2,2.239,,
962,Maximum Width Ramp,48.50%,Medium,34.39%,41.40%,11.96%,2,2.239,,
1775,Equal Sum Arrays With Minimum Number of Operations,52.00%,Medium,34.40%,41.40%,11.95%,2,2.239,,
61,Rotate List,35.20%,Medium,34.31%,41.40%,12.11%,2,2.242,,
1334,Find the City With the Smallest Number of Neighbors at a Threshold Distance,51.90%,Medium,34.30%,41.40%,12.12%,2,2.242,,
1855,Maximum Distance Between a Pair of Values,51.90%,Medium,34.30%,41.40%,12.12%,2,2.242,,
1218,Longest Arithmetic Subsequence of Given Difference,51.80%,Medium,34.20%,41.40%,12.29%,2,2.246,,
1895,Largest Magic Square,51.80%,Medium,34.20%,41.40%,12.29%,2,2.246,,
2052,Minimum Cost to Separate Sentence Into Rows,51.80%,Medium,34.20%,41.40%,12.29%,2,2.246,,1
831,Masking Personal Information,46.30%,Medium,34.11%,41.40%,12.44%,2,2.249,,
825,Friends Of Appropriate Ages,46.10%,Medium,34.00%,41.40%,12.63%,2,2.253,,
1718,Construct the Lexicographically Largest Valid Sequence,51.60%,Medium,34.00%,41.40%,12.63%,2,2.253,,
2257,Count Unguarded Cells in the Grid,51.60%,Medium,34.00%,41.40%,12.63%,2,2.253,,
578,Get Highest Answer Rate Question,42.40%,Medium,33.92%,41.40%,12.76%,2,2.255,Sql,1
177,Nth Highest Salary,36.50%,Medium,33.90%,41.40%,12.79%,2,2.256,Sql,
396,Rotate Function,39.70%,Medium,33.89%,41.40%,12.81%,2,2.256,,
640,Solve the Equation,43.30%,Medium,33.91%,41.40%,12.78%,2,2.256,,
713,Subarray Product Less Than K,44.30%,Medium,33.84%,41.40%,12.90%,2,2.258,,
1930,Unique Length-3 Palindromic Subsequences,51.40%,Medium,33.80%,41.40%,12.97%,2,2.259,,
2033,Minimum Operations to Make a Uni-Value Grid,51.40%,Medium,33.80%,41.40%,12.97%,2,2.259,,
2182,Construct String With Repeat Limit,51.40%,Medium,33.80%,41.40%,12.97%,2,2.259,,
274,H-Index,37.80%,Medium,33.78%,41.40%,13.00%,2,2.260,,
458,Poor Pigs,55.80%,Hard,49.08%,32.50%,-24.57%,3,2.263,,
1070,Product Sales Analysis III,49.40%,Medium,33.71%,41.40%,13.13%,2,2.263,Sql,1
1792,Maximum Average Pass Ratio,51.30%,Medium,33.70%,41.40%,13.14%,2,2.263,,
97,Interleaving String,35.10%,Medium,33.68%,41.40%,13.18%,2,2.264,,
310,Minimum Height Trees,38.20%,Medium,33.65%,41.40%,13.22%,2,2.264,,
1384,Total Sales Amount by Year,66.60%,Hard,49.00%,32.50%,-24.44%,3,2.267,Sql,1
393,UTF-8 Validation,39.30%,Medium,33.54%,41.40%,13.42%,2,2.268,,
1034,Coloring A Border,48.70%,Medium,33.53%,41.40%,13.42%,2,2.268,,
735,Asteroid Collision,44.30%,Medium,33.52%,41.40%,13.45%,2,2.269,,
1404,Number of Steps to Reduce a Number in Binary Representation to One,51.10%,Medium,33.50%,41.40%,13.48%,2,2.270,,
3,Longest Substring Without Repeating Characters,33.50%,Medium,33.46%,41.40%,13.56%,2,2.271,,
775,Global and Local Inversions,44.80%,Medium,33.43%,41.40%,13.59%,2,2.272,,
847,Shortest Path Visiting All Nodes,61.30%,Hard,48.88%,32.50%,-24.26%,3,2.272,,
967,Numbers With Same Consecutive Differences,47.60%,Medium,33.42%,41.40%,13.62%,2,2.272,,
2074,Reverse Nodes in Even Length Groups,51.00%,Medium,33.40%,41.40%,13.65%,2,2.273,,
2282,Number of People That Can Be Seen in a Grid,51.00%,Medium,33.40%,41.40%,13.65%,2,2.273,,1
761,Special Binary String,60.00%,Hard,48.84%,32.50%,-24.21%,3,2.274,,
353,Design Snake Game,38.50%,Medium,33.32%,41.40%,13.78%,2,2.276,,1
1262,Greatest Sum Divisible by Three,50.90%,Medium,33.30%,41.40%,13.82%,2,2.276,,
1990,Count the Number of Experiments,50.90%,Medium,33.30%,41.40%,13.82%,2,2.276,Sql,1
2105,Watering Plants II,50.90%,Medium,33.30%,41.40%,13.82%,2,2.276,,
2165,Smallest Value of the Rearranged Number,50.90%,Medium,33.30%,41.40%,13.82%,2,2.276,,
473,Matchsticks to Square,40.20%,Medium,33.26%,41.40%,13.89%,2,2.278,,
275,H-Index II,37.20%,Medium,33.17%,41.40%,14.05%,2,2.281,,
978,Longest Turbulent Subarray,47.50%,Medium,33.16%,41.40%,14.07%,2,2.281,,
373,Find K Pairs with Smallest Sums,38.60%,Medium,33.13%,41.40%,14.11%,2,2.282,,
176,Second Highest Salary,35.70%,Medium,33.12%,41.40%,14.13%,2,2.283,Sql,
1999,Smallest Greater Multiple Made of Two Digits,50.70%,Medium,33.10%,41.40%,14.16%,2,2.283,,1
1131,Maximum of Absolute Value Expression,49.60%,Medium,33.01%,41.40%,14.31%,2,2.286,,
1139,Largest 1-Bordered Square,49.70%,Medium,32.99%,41.40%,14.34%,2,2.287,,
1276,Number of Burgers with No Waste of Ingredients,50.60%,Medium,33.00%,41.40%,14.33%,2,2.287,,
2067,Number of Equal Count Substrings,50.60%,Medium,33.00%,41.40%,14.33%,2,2.287,,1
848,Shifting Letters,45.40%,Medium,32.96%,41.40%,14.40%,2,2.288,,
822,Card Flipping Game,45.00%,Medium,32.94%,41.40%,14.43%,2,2.289,,
1239,Maximum Length of a Concatenated String with Unique Characters,50.50%,Medium,32.90%,41.40%,14.51%,2,2.290,,
1682,Longest Palindromic Subsequence II,50.50%,Medium,32.90%,41.40%,14.51%,2,2.290,,1
1950,Maximum of Minimum Values in All Subarrays,50.50%,Medium,32.90%,41.40%,14.51%,2,2.290,,1
2087,Minimum Cost Homecoming of a Robot in a Grid,50.50%,Medium,32.90%,41.40%,14.51%,2,2.290,,
1027,Longest Arithmetic Subsequence,47.90%,Medium,32.84%,41.40%,14.61%,2,2.292,,
1533,Find the Index of the Large Integer,50.40%,Medium,32.80%,41.40%,14.68%,2,2.294,,1
2142,The Number of Passengers in Each Bus I,50.40%,Medium,32.80%,41.40%,14.68%,2,2.294,Sql,1
2249,Count Lattice Points Inside a Circle,50.40%,Medium,32.80%,41.40%,14.68%,2,2.294,,
130,Surrounded Regions,34.60%,Medium,32.69%,41.40%,14.86%,2,2.297,,
698,Partition to K Equal Sum Subsets,42.90%,Medium,32.66%,41.40%,14.91%,2,2.298,,
532,K-diff Pairs in an Array,40.40%,Medium,32.60%,41.40%,15.02%,2,2.300,,
522,Longest Uncommon Subsequence II,40.20%,Medium,32.54%,41.40%,15.11%,2,2.302,,
478,Generate Random Point in a Circle,39.50%,Medium,32.49%,41.40%,15.21%,2,2.304,,
1424,Diagonal Traverse II,50.10%,Medium,32.50%,41.40%,15.19%,2,2.304,,
152,Maximum Product Subarray,34.70%,Medium,32.47%,41.40%,15.24%,2,2.305,,
624,Maximum Distance in Arrays,41.60%,Medium,32.45%,41.40%,15.28%,2,2.306,,1
948,Bag of Tokens,46.30%,Medium,32.40%,41.40%,15.37%,2,2.307,,
2075,Decode the Slanted Ciphertext,50.00%,Medium,32.40%,41.40%,15.36%,2,2.307,,
165,Compare Version Numbers,34.80%,Medium,32.38%,41.40%,15.39%,2,2.308,,
1617,Count Subtrees With Max Distance Between Cities,65.60%,Hard,48.00%,32.50%,-22.96%,3,2.311,,
2291,Maximum Profit From Trading Stocks,49.90%,Medium,32.30%,41.40%,15.53%,2,2.311,,1
1015,Smallest Integer Divisible by K,47.10%,Medium,32.21%,41.40%,15.68%,2,2.314,,
1419,Minimum Number of Frogs Croaking,49.80%,Medium,32.20%,41.40%,15.70%,2,2.314,,
1865,Finding Pairs With a Certain Sum,49.80%,Medium,32.20%,41.40%,15.70%,2,2.314,,
5,Longest Palindromic Substring,32.20%,Medium,32.13%,41.40%,15.82%,2,2.316,,
778,Swim in Rising Water,59.30%,Hard,47.89%,32.50%,-22.80%,3,2.316,,
634,Find the Derangement of An Array,41.40%,Medium,32.10%,41.40%,15.87%,2,2.317,,1
372,Super Pow,37.50%,Medium,32.04%,41.40%,15.97%,2,2.319,,
615,Average Salary: Departments VS Company,56.80%,Hard,47.78%,32.50%,-22.64%,3,2.321,Sql,1
1541,Minimum Insertions to Balance a Parentheses String,49.60%,Medium,32.00%,41.40%,16.04%,2,2.321,,
2039,The Time When the Network Becomes Idle,49.60%,Medium,32.00%,41.40%,16.04%,2,2.321,,
923,3Sum With Multiplicity,45.50%,Medium,31.96%,41.40%,16.10%,2,2.322,,
497,Random Point in Non-overlapping Rectangles,39.20%,Medium,31.91%,41.40%,16.19%,2,2.324,,
576,Out of Boundary Paths,40.30%,Medium,31.85%,41.40%,16.29%,2,2.326,,
519,Random Flip Matrix,39.40%,Medium,31.79%,41.40%,16.40%,2,2.328,,
1824,Minimum Sideway Jumps,49.40%,Medium,31.80%,41.40%,16.38%,2,2.328,,
2064,Minimized Maximum of Products Distributed to Any Store,49.40%,Medium,31.80%,41.40%,16.38%,2,2.328,,
50,"Pow(x, n)",32.50%,Medium,31.77%,41.40%,16.44%,2,2.329,,
161,One Edit Distance,34.00%,Medium,31.64%,41.40%,16.66%,2,2.333,,1
265,Paint House II,51.40%,Hard,47.51%,32.50%,-22.24%,3,2.333,,1
823,Binary Trees With Factors,43.70%,Medium,31.63%,41.40%,16.67%,2,2.333,,
663,Equal Tree Partition,41.30%,Medium,31.58%,41.40%,16.76%,2,2.335,,1
2263,Make Array Non-decreasing or Non-increasing,65.00%,Hard,47.40%,32.50%,-22.07%,3,2.338,,1
673,Number of Longest Increasing Subsequence,41.30%,Medium,31.43%,41.40%,17.01%,2,2.340,,
469,Convex Polygon,38.30%,Medium,31.42%,41.40%,17.03%,2,2.341,,1
15,3Sum,31.50%,Medium,31.28%,41.40%,17.27%,2,2.345,,
1242,Web Crawler Multithreaded,48.90%,Medium,31.30%,41.40%,17.24%,2,2.345,Thread,1
2126,Destroying Asteroids,48.90%,Medium,31.30%,41.40%,17.24%,2,2.345,,
23,Merge k Sorted Lists,47.50%,Hard,47.16%,32.50%,-21.72%,3,2.348,,
1535,Find the Winner of an Array Game,48.80%,Medium,31.20%,41.40%,17.41%,2,2.348,,
1673,Find the Most Competitive Subsequence,48.80%,Medium,31.20%,41.40%,17.41%,2,2.348,,
1968,Array With Elements Not Equal to Average of Neighbors,48.80%,Medium,31.20%,41.40%,17.41%,2,2.348,,
2034,Stock Price Fluctuation,48.80%,Medium,31.20%,41.40%,17.41%,2,2.348,,
2070,Most Beautiful Item for Each Query,48.80%,Medium,31.20%,41.40%,17.41%,2,2.348,,
1096,Brace Expansion II,63.20%,Hard,47.13%,32.50%,-21.67%,3,2.350,,
1162,As Far from Land as Possible,48.20%,Medium,31.16%,41.40%,17.48%,2,2.350,,
1168,Optimize Water Distribution in a Village,64.20%,Hard,47.07%,32.50%,-21.58%,3,2.352,,1
2134,Minimum Swaps to Group All 1's Together II,48.70%,Medium,31.10%,41.40%,17.58%,2,2.352,,
855,Exam Room,43.60%,Medium,31.06%,41.40%,17.65%,2,2.353,,
1820,Maximum Number of Accepted Invitations,48.60%,Medium,31.00%,41.40%,17.75%,2,2.355,,1
2013,Detect Squares,48.60%,Medium,31.00%,41.40%,17.75%,2,2.355,,
2253,Dynamic Unpivoting of a Table,64.60%,Hard,47.00%,32.50%,-21.48%,3,2.356,Sql,1
467,Unique Substrings in Wraparound String,37.80%,Medium,30.95%,41.40%,17.83%,2,2.357,,
754,Reach a Number,42.00%,Medium,30.94%,41.40%,17.85%,2,2.357,,
1352,Product of the Last K Numbers,48.50%,Medium,30.90%,41.40%,17.92%,2,2.358,,
2018,Check if Word Can Be Placed In Crossword,48.50%,Medium,30.90%,41.40%,17.92%,2,2.358,,
2096,Step-By-Step Directions From a Binary Tree Node to Another,48.50%,Medium,30.90%,41.40%,17.92%,2,2.358,,
2139,Minimum Moves to Reach Target Score,48.50%,Medium,30.90%,41.40%,17.92%,2,2.358,,
2192,All Ancestors of a Node in a Directed Acyclic Graph,48.50%,Medium,30.90%,41.40%,17.92%,2,2.358,,
660,Remove 9,56.60%,Hard,46.92%,32.50%,-21.36%,3,2.359,,1
826,Most Profit Assigning Work,43.00%,Medium,30.89%,41.40%,17.94%,2,2.359,,
1149,Article Views II,47.70%,Medium,30.85%,41.40%,18.01%,2,2.360,Sql,1
1155,Number of Dice Rolls With Target Sum,47.80%,Medium,30.86%,41.40%,17.99%,2,2.360,,
1312,Minimum Insertion Steps to Make a String Palindrome,64.50%,Hard,46.90%,32.50%,-21.33%,3,2.360,,
1516,Move Sub-Tree of N-Ary Tree,64.50%,Hard,46.90%,32.50%,-21.33%,3,2.360,,1
808,Soup Servings,42.60%,Medium,30.75%,41.40%,18.18%,2,2.364,,
2102,Sequentially Ordinal Rank Tracker,64.40%,Hard,46.80%,32.50%,-21.19%,3,2.364,,
179,Largest Number,33.30%,Medium,30.67%,41.40%,18.30%,2,2.366,,
649,Dota2 Senate,40.10%,Medium,30.58%,41.40%,18.46%,2,2.369,,
662,Maximum Width of Binary Tree,40.30%,Medium,30.59%,41.40%,18.45%,2,2.369,,
1462,Course Schedule IV,48.20%,Medium,30.60%,41.40%,18.43%,2,2.369,,
1642,Furthest Building You Can Reach,48.20%,Medium,30.60%,41.40%,18.43%,2,2.369,,
1722,Minimize Hamming Distance After Swap Operations,48.20%,Medium,30.60%,41.40%,18.43%,2,2.369,,
2254,Design Video Sharing Platform,64.30%,Hard,46.70%,32.50%,-21.04%,3,2.369,,1
329,Longest Increasing Path in a Matrix,51.50%,Hard,46.67%,32.50%,-21.00%,3,2.370,,
1559,Detect Cycles in 2D Grid,48.10%,Medium,30.50%,41.40%,18.60%,2,2.372,,
1839,Longest Substring Of All Vowels in Order,48.10%,Medium,30.50%,41.40%,18.60%,2,2.372,,
1891,Cutting Ribbons,48.10%,Medium,30.50%,41.40%,18.60%,2,2.372,,1
385,Mini Parser,36.10%,Medium,30.45%,41.40%,18.68%,2,2.374,,
410,Split Array Largest Sum,52.50%,Hard,46.49%,32.50%,-20.72%,3,2.378,,
1420,Build Array Where You Can Find The Maximum Exactly K Comparisons,64.10%,Hard,46.50%,32.50%,-20.74%,3,2.378,,
1144,Decrease Elements To Make Array Zigzag,47.00%,Medium,30.22%,41.40%,19.08%,2,2.382,,
1843,Suspicious Bank Accounts,47.80%,Medium,30.20%,41.40%,19.11%,2,2.382,Sql,1
2005,Subtree Removal Game with Fibonacci Tree,64.00%,Hard,46.40%,32.50%,-20.59%,3,2.382,,1
2212,Maximum Points in an Archery Competition,47.80%,Medium,30.20%,41.40%,19.11%,2,2.382,,
355,Design Twitter,35.30%,Medium,30.09%,41.40%,19.29%,2,2.386,,
2100,Find Good Days to Rob the Bank,47.70%,Medium,30.10%,41.40%,19.28%,2,2.386,,
2266,Count Number of Texts,47.70%,Medium,30.10%,41.40%,19.28%,2,2.386,,
1033,Moving Stones Until Consecutive,45.20%,Medium,30.05%,41.40%,19.37%,2,2.387,,
295,Find Median from Data Stream,50.60%,Hard,46.27%,32.50%,-20.40%,3,2.388,,
204,Count Primes,33.00%,Medium,30.01%,41.40%,19.44%,2,2.389,,
365,Water and Jug Problem,35.30%,Medium,29.95%,41.40%,19.54%,2,2.391,,
425,Word Squares,52.40%,Hard,46.17%,32.50%,-20.25%,3,2.393,,1
1054,Distant Barcodes,45.30%,Medium,29.84%,41.40%,19.72%,2,2.394,,
1914,Cyclically Rotating a Grid,47.40%,Medium,29.80%,41.40%,19.80%,2,2.396,,
1514,Path with Maximum Probability,47.30%,Medium,29.70%,41.40%,19.97%,2,2.399,,
1943,Describe the Painting,47.30%,Medium,29.70%,41.40%,19.97%,2,2.399,,
687,Longest Univalue Path,39.70%,Medium,29.62%,41.40%,20.10%,2,2.402,,
1604,Alert Using Same Key-Card Three or More Times in a One Hour Period,47.20%,Medium,29.60%,41.40%,20.14%,2,2.403,,
1927,Sum Game,47.20%,Medium,29.60%,41.40%,20.14%,2,2.403,,
1225,Report Contiguous Dates,63.50%,Hard,45.90%,32.50%,-19.85%,3,2.404,Sql,1
1107,New Users Daily Count,45.70%,Medium,29.46%,41.40%,20.37%,2,2.407,Sql,1
970,Powerful Integers,43.60%,Medium,29.37%,41.40%,20.52%,2,2.410,,
1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,47.00%,Medium,29.40%,41.40%,20.48%,2,2.410,,
1759,Count Number of Homogenous Substrings,47.00%,Medium,29.40%,41.40%,20.48%,2,2.410,,
91,Decode Ways,30.70%,Medium,29.37%,41.40%,20.54%,2,2.411,,
98,Validate Binary Search Tree,30.80%,Medium,29.36%,41.40%,20.54%,2,2.411,,
418,Sentence Screen Fitting,35.50%,Medium,29.37%,41.40%,20.53%,2,2.411,,1
1093,Statistics from a Large Sample,45.40%,Medium,29.37%,41.40%,20.53%,2,2.411,,
352,Data Stream as Disjoint Intervals,50.90%,Hard,45.74%,32.50%,-19.61%,3,2.412,,
904,Fruit Into Baskets,42.60%,Medium,29.34%,41.40%,20.58%,2,2.412,,
1208,Get Equal Substrings Within Budget,46.90%,Medium,29.30%,41.40%,20.65%,2,2.413,,
1546,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,46.90%,Medium,29.30%,41.40%,20.65%,2,2.413,,
1554,Strings Differ by One Character,46.90%,Medium,29.30%,41.40%,20.65%,2,2.413,,1
2059,Minimum Operations to Convert Number,46.90%,Medium,29.30%,41.40%,20.65%,2,2.413,,
356,Line Reflection,34.50%,Medium,29.28%,41.40%,20.68%,2,2.414,,1
1058,Minimize Rounding Error to Meet Target,44.80%,Medium,29.28%,41.40%,20.68%,2,2.414,,1
1391,Check if There is a Valid Path in a Grid,46.80%,Medium,29.20%,41.40%,20.82%,2,2.416,,
2049,Count Nodes With the Highest Score,46.80%,Medium,29.20%,41.40%,20.82%,2,2.416,,
2222,Number of Ways to Select Buildings,46.80%,Medium,29.20%,41.40%,20.82%,2,2.416,,
1359,Count All Valid Pickup and Delivery Options,63.20%,Hard,45.60%,32.50%,-19.41%,3,2.418,,
1098,Unpopular Books,45.20%,Medium,29.10%,41.40%,21.00%,2,2.420,Sql,1
2048,Next Greater Numerically Balanced Number,46.70%,Medium,29.10%,41.40%,20.99%,2,2.420,,
2115,Find All Possible Recipes from Given Supplies,46.70%,Medium,29.10%,41.40%,20.99%,2,2.420,,
2152,Minimum Number of Lines to Cover Points,46.70%,Medium,29.10%,41.40%,20.99%,2,2.420,,1
899,Orderly Queue,58.70%,Hard,45.51%,32.50%,-19.28%,3,2.422,,
2088,Count Fertile Pyramids in a Land,63.10%,Hard,45.50%,32.50%,-19.26%,3,2.422,,
185,Department Top Three Salaries,48.20%,Hard,45.49%,32.50%,-19.24%,3,2.423,Sql,
765,Couples Holding Hands,56.70%,Hard,45.48%,32.50%,-19.23%,3,2.423,,
397,Integer Replacement,34.80%,Medium,28.98%,41.40%,21.20%,2,2.424,,
1156,Swap For Longest Repeated Character Substring,45.90%,Medium,28.95%,41.40%,21.25%,2,2.425,,
1801,Number of Orders in the Backlog,46.40%,Medium,28.80%,41.40%,21.50%,2,2.430,,
1904,The Number of Full Rounds You Have Played,46.40%,Medium,28.80%,41.40%,21.50%,2,2.430,,
779,K-th Symbol in Grammar,40.20%,Medium,28.77%,41.40%,21.54%,2,2.431,,
475,Heaters,35.60%,Medium,28.63%,41.40%,21.79%,2,2.436,,
1412,Find the Quiet Students in All Exams,62.80%,Hard,45.20%,32.50%,-18.81%,3,2.436,Sql,1
1536,Minimum Swaps to Arrange a Binary Grid,46.10%,Medium,28.50%,41.40%,22.01%,2,2.440,,
1774,Closest Dessert Cost,46.10%,Medium,28.50%,41.40%,22.01%,2,2.440,,
2012,Sum of Beauty in the Array,46.10%,Medium,28.50%,41.40%,22.01%,2,2.440,,
1091,Shortest Path in Binary Matrix,44.40%,Medium,28.40%,41.40%,22.19%,2,2.444,,
1430,Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,45.90%,Medium,28.30%,41.40%,22.35%,2,2.447,,1
1878,Get Biggest Three Rhombus Sums in a Grid,45.90%,Medium,28.30%,41.40%,22.35%,2,2.447,,
1611,Minimum One Bit Operations to Make Integers Zero,62.50%,Hard,44.90%,32.50%,-18.37%,3,2.449,,
984,String Without AAA or BBB,42.60%,Medium,28.17%,41.40%,22.58%,2,2.452,,
2261,K Divisible Elements Subarrays,45.70%,Medium,28.10%,41.40%,22.70%,2,2.454,,
1215,Stepping Numbers,45.60%,Medium,28.00%,41.40%,22.87%,2,2.457,,1
1702,Maximum Binary String After Change,45.60%,Medium,28.00%,41.40%,22.87%,2,2.457,,
1717,Maximum Score From Removing Substrings,45.60%,Medium,28.00%,41.40%,22.87%,2,2.457,,
1340,Jump Game V,62.30%,Hard,44.70%,32.50%,-18.07%,3,2.458,,
770,Basic Calculator IV,55.90%,Hard,44.61%,32.50%,-17.94%,3,2.462,,
400,Nth Digit,33.70%,Medium,27.83%,41.40%,23.15%,2,2.463,,
1311,Get Watched Videos by Your Friends,45.40%,Medium,27.80%,41.40%,23.21%,2,2.464,,
2216,Minimum Deletions to Make Array Beautiful,45.40%,Medium,27.80%,41.40%,23.21%,2,2.464,,
324,Wiggle Sort II,32.50%,Medium,27.75%,41.40%,23.30%,2,2.466,,
1181,Before and After Puzzle,45.00%,Medium,27.68%,41.40%,23.42%,2,2.468,,1
845,Longest Mountain in Array,40.00%,Medium,27.61%,41.40%,23.54%,2,2.471,,
1411,Number of Ways to Paint N × 3 Grid,62.00%,Hard,44.40%,32.50%,-17.63%,3,2.471,,
1902,Depth of BST Given Insertion Order,45.20%,Medium,27.60%,41.40%,23.55%,2,2.471,,1
2086,Minimum Number of Buckets Required to Collect Rainwater from Houses,45.20%,Medium,27.60%,41.40%,23.55%,2,2.471,,
581,Shortest Unsorted Continuous Subarray,36.10%,Medium,27.58%,41.40%,23.59%,2,2.472,,
1975,Maximum Matrix Sum,45.10%,Medium,27.50%,41.40%,23.72%,2,2.474,,
1500,Design a File Sharing System,44.90%,Medium,27.30%,41.40%,24.06%,2,2.481,,1
2140,Solving Questions With Brainpower,44.90%,Medium,27.30%,41.40%,24.06%,2,2.481,,
909,Snakes and Ladders,40.60%,Medium,27.27%,41.40%,24.12%,2,2.482,,
1985,Find the Kth Largest Integer in the Array,44.80%,Medium,27.20%,41.40%,24.23%,2,2.485,,
2228,Users With Two Purchases Within Seven Days,44.80%,Medium,27.20%,41.40%,24.23%,2,2.485,Sql,1
614,Second Degree Follower,36.10%,Medium,27.09%,41.40%,24.41%,2,2.488,Sql,1
1513,Number of Substrings With Only 1s,44.70%,Medium,27.10%,41.40%,24.40%,2,2.488,,
2055,Plates Between Candles,44.70%,Medium,27.10%,41.40%,24.40%,2,2.488,,
1692,Count Ways to Distribute Candies,61.60%,Hard,44.00%,32.50%,-17.04%,3,2.489,,1
151,Reverse Words in a String,29.10%,Medium,26.89%,41.40%,24.77%,2,2.495,,
722,Remove Comments,37.50%,Medium,26.91%,41.40%,24.73%,2,2.495,,
753,Cracking the Safe,54.90%,Hard,43.86%,32.50%,-16.82%,3,2.495,,
903,Valid Permutations for DI Sequence,57.10%,Hard,43.86%,32.50%,-16.82%,3,2.495,,
1754,Largest Merge Of Two Strings,44.50%,Medium,26.90%,41.40%,24.74%,2,2.495,,
7,Reverse Integer,26.90%,Medium,26.80%,41.40%,24.92%,2,2.498,,
471,Encode String with Shortest Length,50.70%,Hard,43.79%,32.50%,-16.73%,3,2.498,,1
1205,Monthly Transactions II,44.40%,Medium,26.80%,41.40%,24.91%,2,2.498,Sql,1
1439,Find the Kth Smallest Sum of a Matrix With Sorted Rows,61.40%,Hard,43.80%,32.50%,-16.74%,3,2.498,,
2208,Minimum Operations to Halve Array Sum,44.40%,Medium,26.80%,41.40%,24.91%,2,2.498,,
1152,Analyze User Website Visit Pattern,43.50%,Medium,26.60%,41.40%,25.25%,2,2.505,,1
2191,Sort the Jumbled Numbers,44.20%,Medium,26.60%,41.40%,25.26%,2,2.505,,
1467,Probability of a Two Boxes Having The Same Number of Distinct Balls,61.10%,Hard,43.50%,32.50%,-16.30%,3,2.511,,
1915,Number of Wonderful Substrings,44.00%,Medium,26.40%,41.40%,25.60%,2,2.512,,
1121,Divide Array Into Increasing Sequences,59.90%,Hard,43.46%,32.50%,-16.24%,3,2.513,,1
1401,Circle and Rectangle Overlapping,43.90%,Medium,26.30%,41.40%,25.77%,2,2.515,,
1599,Maximum Profit of Operating a Centennial Wheel,43.90%,Medium,26.30%,41.40%,25.77%,2,2.515,,
2054,Two Best Non-Overlapping Events,43.90%,Medium,26.30%,41.40%,25.77%,2,2.515,,
1298,Maximum Candies You Can Get from Boxes,61.00%,Hard,43.40%,32.50%,-16.15%,3,2.516,,
1368,Minimum Cost to Make at Least One Valid Path in a Grid,61.00%,Hard,43.40%,32.50%,-16.15%,3,2.516,,
1597,Build Binary Expression Tree From Infix Expression,61.00%,Hard,43.40%,32.50%,-16.15%,3,2.516,,1
306,Additive Number,30.70%,Medium,26.21%,41.40%,25.92%,2,2.518,,
1183,Maximum Number of Ones,60.70%,Hard,43.35%,32.50%,-16.07%,3,2.518,,1
1958,Check if Move is Legal,43.80%,Medium,26.20%,41.40%,25.94%,2,2.519,,
1147,Longest Chunked Palindrome Decomposition,60.10%,Hard,43.28%,32.50%,-15.97%,3,2.521,,
1906,Minimum Absolute Difference Queries,43.70%,Medium,26.10%,41.40%,26.11%,2,2.522,,
2001,Number of Pairs of Interchangeable Rectangles,43.70%,Medium,26.10%,41.40%,26.11%,2,2.522,,
840,Magic Squares In Grid,38.40%,Medium,26.08%,41.40%,26.14%,2,2.523,,
1278,Palindrome Partitioning III,60.80%,Hard,43.20%,32.50%,-15.85%,3,2.524,,
982,Triples with Bitwise AND Equal To Zero,57.60%,Hard,43.20%,32.50%,-15.85%,3,2.525,,
